EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,Location,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,PerformanceRating,WorkLifeBalance,JobSatisfaction,TrainingTimesLastYear,OverTime,Attrition,HireDate,LastWorkingDate
664,41,Other,Marketing,Analyst,High School,Divorced,Bangalore,139779,7,1,9,3,1,3,6,No,No,2023-05-05,
665,22,Female,Operations,Analyst,Bachelors,Divorced,Chennai,51315,19,10,2,4,3,4,7,No,Yes,2013-10-12,2016-11-18
666,36,Female,Operations,Executive,Bachelors,Divorced,Chennai,129906,1,11,5,3,1,4,3,Yes,No,2014-04-04,
667,50,Female,Finance,Analyst,Bachelors,Divorced,Pune,101268,18,7,6,2,4,4,2,No,No,2013-05-05,
668,57,Other,Marketing,Analyst,High School,Married,Bangalore,37199,6,10,4,2,3,3,2,Yes,No,2016-09-12,
669,57,Female,Sales,Specialist,Masters,Married,Mumbai,135720,14,2,5,4,1,2,4,No,No,2012-10-01,
670,58,Female,Sales,Specialist,High School,Divorced,Chennai,126311,9,7,2,2,3,2,6,No,No,2010-02-14,
671,54,Male,IT,Analyst,High School,Married,Mumbai,154312,9,9,0,1,1,3,2,No,No,2023-05-13,
672,33,Female,Sales,Manager,Bachelors,Married,Bangalore,143745,9,4,5,2,1,4,1,No,Yes,2012-05-16,2022-06-01
673,37,Female,Marketing,Manager,High School,Single,Bangalore,28521,1,5,7,3,1,3,8,No,No,2022-08-22,
674,28,Female,HR,Engineer,Masters,Divorced,Chennai,167193,10,11,4,1,4,2,4,No,No,2023-07-11,
675,49,Other,Finance,Associate,PhD,Divorced,Bangalore,139243,13,5,1,2,1,2,4,Yes,Yes,2023-02-25,2023-09-01
676,40,Female,HR,Analyst,High School,Single,Delhi,182007,6,8,0,5,2,2,5,Yes,Yes,2014-08-02,2022-01-14
677,30,Other,HR,Specialist,Masters,Single,Bangalore,35734,5,0,2,5,2,2,7,No,No,2017-10-11,
678,41,Other,Operations,Associate,High School,Divorced,Pune,41751,5,4,8,4,2,3,7,No,No,2019-04-06,
679,48,Male,IT,Specialist,Bachelors,Single,Pune,106840,19,11,9,1,3,2,8,No,No,2023-10-28,
680,46,Other,HR,Specialist,PhD,Single,Pune,44600,10,6,1,2,1,4,7,No,Yes,2022-12-07,2023-10-23
681,27,Female,R&D,Executive,Masters,Single,Bangalore,164615,0,4,1,3,2,3,0,No,Yes,2013-05-29,2023-06-29
682,38,Other,HR,Manager,Bachelors,Single,Chennai,145549,7,12,4,5,2,3,3,No,No,2017-04-21,
683,46,Male,Operations,Analyst,Masters,Divorced,Hyderabad,105155,0,14,7,5,1,4,9,No,No,2018-03-25,
684,39,Male,Marketing,Associate,High School,Married,Chennai,127798,15,0,7,2,2,1,8,No,No,2014-03-03,
685,25,Female,Marketing,Specialist,Bachelors,Married,Delhi,107453,12,2,2,3,2,4,9,No,No,2021-06-25,
686,31,Male,IT,Engineer,PhD,Divorced,Bangalore,135819,17,12,4,1,2,4,1,Yes,Yes,2015-06-03,2016-09-01
687,46,Male,R&D,Executive,High School,Single,Pune,164587,15,6,7,2,2,4,8,No,No,2016-11-10,
688,25,Other,Sales,Associate,Bachelors,Married,Delhi,97129,19,12,8,2,1,2,1,No,No,2010-08-16,
689,27,Other,Finance,Manager,Bachelors,Single,Delhi,123463,2,14,3,2,1,2,0,Yes,No,2022-04-14,
690,57,Male,R&D,Specialist,Bachelors,Single,Chennai,138422,15,12,0,2,3,3,7,Yes,No,2019-08-15,
691,50,Female,R&D,Associate,Masters,Divorced,Mumbai,98012,3,7,4,3,2,1,9,No,No,2022-08-20,
692,48,Male,Operations,Engineer,Masters,Married,Pune,161835,4,5,3,1,2,4,7,Yes,No,2014-03-24,
693,54,Male,R&D,Associate,High School,Married,Mumbai,103788,6,9,9,4,2,3,9,No,No,2010-06-08,
694,27,Male,R&D,Associate,Masters,Single,Chennai,31831,8,7,4,1,4,3,9,Yes,No,2023-03-29,
695,35,Male,Operations,Manager,Masters,Single,Delhi,75044,18,5,2,2,2,4,5,No,No,2013-09-13,
696,56,Other,Sales,Executive,High School,Divorced,Mumbai,39403,1,3,4,3,3,1,4,Yes,No,2013-01-02,
697,54,Other,Operations,Associate,High School,Single,Pune,138888,13,3,8,1,3,1,1,No,No,2016-09-29,
698,32,Female,Marketing,Associate,Masters,Married,Pune,191635,4,1,9,1,1,3,9,Yes,No,2015-09-03,
699,44,Other,Sales,Analyst,Bachelors,Single,Pune,48333,9,5,6,2,2,1,5,No,No,2019-01-27,
700,29,Female,IT,Executive,PhD,Married,Pune,151907,6,6,1,4,1,4,7,No,Yes,2010-02-27,2018-01-05
701,51,Female,R&D,Engineer,High School,Married,Chennai,129934,7,2,1,4,3,4,0,No,Yes,2014-04-10,2023-06-08
702,33,Female,Marketing,Specialist,Masters,Divorced,Pune,109626,3,13,3,3,3,2,0,Yes,No,2014-08-14,
703,32,Female,Finance,Associate,PhD,Married,Chennai,168790,3,14,9,4,3,2,4,Yes,No,2013-11-07,
704,36,Female,IT,Engineer,High School,Single,Chennai,125364,14,0,1,5,1,1,2,No,No,2015-06-22,
705,56,Female,Operations,Manager,High School,Married,Hyderabad,53635,19,3,2,5,1,4,6,Yes,Yes,2022-06-15,2023-10-22
706,54,Male,IT,Engineer,High School,Divorced,Hyderabad,59236,9,9,8,2,1,3,4,No,Yes,2013-11-26,2018-04-03
707,47,Female,HR,Analyst,High School,Single,Pune,54235,18,4,7,2,1,4,0,Yes,No,2012-07-27,
708,41,Male,Operations,Manager,Bachelors,Single,Chennai,21168,4,9,8,5,2,3,3,No,Yes,2021-09-10,2021-10-24
709,39,Male,Finance,Executive,High School,Single,Delhi,85184,12,13,7,3,1,2,0,No,No,2016-03-15,
710,51,Male,Finance,Associate,Bachelors,Divorced,Bangalore,167717,0,6,9,5,3,1,7,No,No,2022-08-23,
711,58,Female,Finance,Executive,Bachelors,Single,Pune,53461,4,7,4,2,2,3,5,No,Yes,2010-03-23,2018-08-18
712,53,Female,Finance,Manager,PhD,Single,Delhi,78560,12,2,9,1,1,3,8,No,No,2023-09-23,
713,58,Other,R&D,Associate,High School,Married,Delhi,34390,19,3,1,5,1,4,6,No,No,2022-08-20,
714,33,Other,Sales,Analyst,PhD,Single,Mumbai,123920,8,0,1,1,3,3,7,Yes,No,2011-07-06,
715,40,Female,R&D,Engineer,PhD,Divorced,Hyderabad,176688,14,1,3,3,3,1,4,No,Yes,2013-11-10,2014-10-13
716,27,Male,Operations,Specialist,High School,Single,Bangalore,44099,7,12,3,4,2,1,4,Yes,No,2015-02-04,
717,49,Male,Finance,Engineer,Masters,Married,Pune,136680,3,2,7,1,2,1,1,Yes,No,2019-10-20,
718,38,Female,R&D,Analyst,High School,Married,Mumbai,28720,10,2,6,5,1,1,8,No,No,2010-06-17,
719,55,Female,Marketing,Analyst,High School,Married,Mumbai,70901,18,12,3,2,1,1,0,No,No,2013-10-29,
720,52,Male,HR,Manager,High School,Married,Chennai,115377,15,13,1,1,3,3,0,No,No,2018-01-07,
721,51,Female,Operations,Executive,PhD,Divorced,Bangalore,107201,6,3,1,3,4,2,8,No,No,2022-11-02,
722,55,Female,Sales,Associate,Masters,Divorced,Mumbai,71588,13,11,3,1,3,4,8,No,No,2021-08-16,
723,34,Female,Marketing,Specialist,PhD,Divorced,Delhi,127669,15,3,5,5,3,4,7,Yes,Yes,2014-03-15,2022-01-31
724,51,Other,R&D,Executive,Masters,Divorced,Chennai,166025,4,11,1,3,2,2,6,No,No,2012-05-21,
725,50,Female,Sales,Associate,High School,Married,Hyderabad,164491,16,3,6,1,2,1,2,No,No,2019-12-27,
726,54,Female,Operations,Manager,Masters,Married,Delhi,53477,17,5,9,5,3,2,1,No,Yes,2016-01-02,2021-10-30
727,57,Female,Marketing,Associate,Masters,Divorced,Bangalore,28177,2,2,5,5,2,2,2,Yes,Yes,2012-03-10,2013-04-25
728,37,Female,Marketing,Analyst,High School,Single,Hyderabad,95020,1,3,9,3,3,4,0,Yes,Yes,2011-08-30,2023-10-16
729,52,Female,Marketing,Analyst,High School,Single,Mumbai,48552,12,2,4,1,4,2,3,No,No,2017-02-07,
730,24,Other,Marketing,Executive,Masters,Married,Pune,109080,4,7,5,2,3,3,7,No,No,2010-07-03,
731,24,Other,Finance,Analyst,Masters,Married,Bangalore,110925,13,12,5,1,1,4,7,Yes,No,2011-03-08,
732,22,Other,IT,Engineer,High School,Married,Pune,23832,12,3,1,2,4,4,9,No,No,2022-05-29,
733,23,Male,Marketing,Executive,High School,Divorced,Pune,159490,11,7,4,1,4,3,6,Yes,Yes,2015-10-09,2017-09-21
734,32,Female,IT,Associate,High School,Married,Chennai,90601,0,8,7,3,2,4,2,No,Yes,2015-08-19,2021-11-12
735,31,Female,IT,Analyst,Masters,Married,Chennai,121190,9,9,3,1,2,3,7,Yes,No,2019-03-10,
736,22,Male,R&D,Analyst,PhD,Married,Delhi,119397,8,14,3,2,1,2,1,No,No,2015-01-28,
737,59,Male,Sales,Engineer,Bachelors,Divorced,Delhi,68784,12,10,5,1,1,3,5,No,No,2022-02-13,
738,40,Female,HR,Specialist,High School,Divorced,Bangalore,76920,14,11,0,1,1,4,4,No,No,2017-04-14,
739,25,Female,IT,Specialist,PhD,Divorced,Chennai,80390,17,5,5,1,1,1,2,Yes,No,2017-01-18,
740,38,Male,Operations,Associate,Masters,Divorced,Chennai,124672,15,5,5,4,3,2,1,No,No,2010-07-31,
741,25,Female,HR,Manager,High School,Divorced,Delhi,105366,6,12,3,5,4,1,9,No,No,2013-12-28,
742,27,Female,Operations,Manager,PhD,Single,Pune,197577,14,4,5,2,1,3,1,No,No,2012-11-08,
743,51,Other,HR,Associate,High School,Single,Delhi,142002,8,12,5,5,1,2,2,No,No,2019-09-09,
744,49,Other,Marketing,Executive,PhD,Divorced,Pune,55187,10,0,5,4,2,3,0,No,No,2014-12-21,
745,22,Other,R&D,Manager,High School,Married,Pune,149626,3,10,1,1,3,1,2,No,No,2017-11-22,
746,21,Male,Finance,Specialist,Masters,Single,Hyderabad,81720,10,5,3,2,3,3,2,Yes,No,2022-06-24,
747,30,Male,R&D,Manager,Bachelors,Single,Mumbai,83745,1,11,5,4,1,3,9,Yes,Yes,2019-04-21,2021-03-23
748,41,Female,Operations,Manager,High School,Single,Pune,85584,14,5,0,1,3,2,4,No,No,2016-01-26,
749,46,Female,Operations,Executive,High School,Single,Bangalore,87819,7,4,0,5,4,1,2,No,No,2012-07-23,
750,36,Male,Sales,Engineer,Bachelors,Single,Bangalore,80726,10,4,1,2,2,3,5,No,No,2014-08-06,
751,58,Other,R&D,Engineer,Bachelors,Married,Pune,162509,10,7,7,5,1,1,6,Yes,No,2015-08-12,
752,41,Male,Operations,Analyst,High School,Single,Delhi,127967,19,7,9,5,2,3,1,No,Yes,2016-05-26,2020-09-07
753,35,Male,Marketing,Associate,PhD,Single,Delhi,68733,9,12,5,3,4,4,3,Yes,No,2020-06-14,
754,27,Female,R&D,Executive,PhD,Divorced,Mumbai,148406,8,7,5,2,4,4,5,Yes,No,2023-10-26,
755,29,Female,HR,Associate,High School,Married,Hyderabad,23320,12,9,2,1,1,3,7,No,No,2017-06-08,
756,27,Female,Operations,Analyst,High School,Single,Bangalore,127561,3,8,9,5,2,2,8,No,No,2012-02-17,
757,43,Female,R&D,Associate,Bachelors,Divorced,Bangalore,97225,19,8,5,4,1,3,5,No,No,2020-02-08,
758,22,Other,Operations,Executive,Masters,Divorced,Chennai,149529,17,6,1,2,4,2,4,No,No,2017-03-19,
759,40,Female,Operations,Specialist,High School,Married,Hyderabad,43104,0,0,0,1,1,4,8,Yes,No,2013-04-26,
760,31,Male,Finance,Executive,High School,Divorced,Chennai,90871,11,12,9,1,1,1,7,Yes,No,2011-04-02,
761,48,Female,HR,Associate,Bachelors,Divorced,Bangalore,179719,15,10,0,4,3,2,8,No,No,2014-03-28,
762,46,Other,Sales,Engineer,PhD,Divorced,Hyderabad,81554,3,10,4,4,3,1,9,Yes,No,2015-07-13,
763,43,Female,Finance,Executive,High School,Divorced,Hyderabad,133606,6,2,6,1,1,2,0,Yes,No,2014-08-11,
764,27,Female,IT,Manager,High School,Divorced,Bangalore,32191,3,3,1,5,1,4,0,No,No,2023-06-19,
765,50,Female,Marketing,Associate,Masters,Married,Bangalore,54808,15,9,2,5,1,1,2,Yes,Yes,2014-11-10,2017-01-17
766,57,Female,Sales,Manager,Bachelors,Married,Bangalore,83668,3,3,3,3,4,4,4,Yes,No,2013-02-04,
767,38,Male,HR,Specialist,PhD,Married,Delhi,120417,3,11,6,3,3,3,5,Yes,Yes,2020-11-06,2022-04-11
768,51,Other,Sales,Executive,Masters,Single,Bangalore,140050,8,14,0,1,1,2,3,Yes,No,2017-04-10,
769,53,Other,Operations,Executive,PhD,Married,Chennai,41602,6,9,2,5,4,2,2,Yes,No,2014-06-28,
770,38,Male,Marketing,Analyst,Masters,Single,Delhi,109743,3,11,6,5,2,3,2,No,No,2014-04-20,
771,52,Other,HR,Manager,Bachelors,Divorced,Mumbai,88681,10,0,4,5,1,2,8,No,Yes,2017-05-28,2017-11-14
772,38,Other,Operations,Manager,Masters,Divorced,Bangalore,52317,17,13,8,3,3,2,7,No,No,2020-02-22,
773,24,Female,HR,Associate,PhD,Single,Pune,196881,16,11,6,1,4,3,2,No,No,2020-12-03,
774,58,Other,Sales,Specialist,Masters,Single,Hyderabad,46028,9,1,9,4,3,4,9,Yes,No,2013-08-05,
775,33,Male,HR,Manager,Bachelors,Divorced,Delhi,166115,13,0,3,4,1,4,1,No,No,2020-12-02,
776,51,Female,R&D,Analyst,Bachelors,Single,Pune,57420,8,9,0,1,2,3,1,Yes,Yes,2021-10-13,2023-07-07
777,50,Other,Sales,Associate,Masters,Married,Delhi,26041,1,13,2,4,2,4,8,No,No,2019-02-26,
778,55,Other,R&D,Manager,Bachelors,Married,Chennai,135158,8,1,5,2,1,4,1,Yes,No,2019-10-15,
779,25,Other,HR,Specialist,High School,Married,Chennai,126553,9,11,9,1,4,4,8,No,No,2018-06-22,
780,26,Other,Sales,Specialist,Masters,Divorced,Hyderabad,119189,2,12,2,3,2,1,7,No,No,2023-08-04,
781,32,Female,Finance,Manager,High School,Married,Delhi,96298,6,1,9,3,2,1,3,Yes,No,2016-02-11,
782,42,Female,R&D,Engineer,Masters,Single,Bangalore,126170,17,10,7,1,2,1,8,Yes,Yes,2017-07-30,2022-08-13
783,39,Other,Marketing,Specialist,Bachelors,Married,Pune,172324,10,14,7,1,3,3,7,No,No,2019-07-24,
784,39,Male,HR,Engineer,PhD,Divorced,Pune,62879,17,9,6,2,4,1,0,No,No,2016-01-12,
785,36,Other,Sales,Analyst,Masters,Married,Pune,155958,6,9,7,3,1,2,4,No,No,2017-02-25,
786,42,Other,Sales,Engineer,PhD,Divorced,Delhi,186862,12,11,0,3,3,3,0,No,No,2011-01-11,
787,50,Other,IT,Associate,PhD,Divorced,Chennai,187055,12,6,0,1,2,4,0,Yes,No,2011-05-19,
788,26,Female,Finance,Engineer,High School,Married,Chennai,178253,17,5,9,4,4,2,8,No,No,2021-10-28,
789,49,Female,Sales,Associate,PhD,Married,Chennai,170713,5,13,5,1,2,2,9,No,Yes,2015-09-28,2015-12-27
790,42,Other,HR,Engineer,Masters,Married,Mumbai,135631,6,7,1,5,1,1,4,No,No,2010-09-15,
791,29,Male,IT,Executive,High School,Married,Chennai,85614,19,1,8,5,1,2,2,No,No,2013-02-20,
792,23,Other,Finance,Analyst,Bachelors,Single,Chennai,151049,5,6,0,4,3,3,1,No,Yes,2010-03-23,2023-07-25
793,25,Male,HR,Specialist,High School,Divorced,Bangalore,65890,10,8,3,5,1,1,1,Yes,Yes,2014-03-13,2018-06-04
794,57,Female,Sales,Engineer,Bachelors,Married,Pune,183535,15,7,2,5,2,4,6,No,No,2013-01-30,
795,35,Other,Operations,Executive,PhD,Divorced,Hyderabad,65406,9,8,9,2,1,4,2,No,No,2017-12-02,
796,58,Male,Finance,Analyst,Bachelors,Single,Bangalore,21906,7,9,2,1,2,2,8,Yes,Yes,2022-12-23,2023-03-06
797,46,Other,Finance,Engineer,PhD,Single,Bangalore,179633,8,5,6,2,1,1,0,No,Yes,2015-02-07,2018-01-07
798,26,Male,Marketing,Associate,PhD,Married,Delhi,145942,11,3,0,1,3,3,7,No,No,2011-04-10,
799,59,Male,Finance,Manager,Masters,Married,Mumbai,25057,13,5,6,1,2,1,8,No,No,2023-05-19,
800,47,Other,Sales,Manager,PhD,Married,Delhi,49680,1,7,0,1,3,2,4,No,Yes,2020-11-28,2020-12-25
801,31,Other,Marketing,Associate,PhD,Single,Chennai,136088,1,7,8,3,3,3,1,No,No,2018-04-27,
802,25,Male,Operations,Manager,High School,Married,Hyderabad,55507,12,4,3,5,3,1,5,No,No,2017-09-01,
803,52,Other,HR,Engineer,High School,Single,Delhi,20453,8,8,2,1,1,1,2,No,Yes,2015-05-18,2021-05-13
804,45,Male,Operations,Specialist,Bachelors,Single,Chennai,113789,4,1,5,1,3,1,8,No,No,2020-06-27,
805,40,Male,HR,Analyst,PhD,Married,Bangalore,185278,4,7,7,2,2,1,7,No,No,2017-07-16,
806,36,Female,Marketing,Specialist,PhD,Single,Mumbai,85867,12,12,9,2,3,1,7,Yes,No,2012-03-07,
807,43,Female,Sales,Analyst,Masters,Divorced,Bangalore,150431,17,12,1,4,3,4,0,No,No,2010-07-11,
808,30,Male,Marketing,Associate,Bachelors,Single,Bangalore,109367,17,0,1,2,3,4,9,Yes,No,2012-08-15,
809,55,Other,HR,Engineer,PhD,Married,Bangalore,160287,17,12,6,5,1,2,0,Yes,No,2011-11-03,
810,43,Other,R&D,Specialist,PhD,Single,Delhi,144984,10,0,9,5,2,1,3,No,Yes,2018-09-26,2023-07-30
811,33,Other,Sales,Specialist,PhD,Married,Hyderabad,93366,13,0,6,3,4,2,8,No,No,2021-04-10,
812,37,Other,Sales,Manager,Masters,Married,Pune,114533,2,7,4,4,2,4,8,Yes,No,2016-12-16,
813,41,Other,Operations,Analyst,Masters,Single,Hyderabad,35882,15,9,0,2,4,3,2,No,No,2017-09-07,
814,32,Male,R&D,Specialist,PhD,Married,Chennai,153922,16,4,1,1,3,4,0,Yes,No,2012-07-04,
815,47,Other,Sales,Engineer,High School,Married,Chennai,119976,5,2,3,5,2,3,0,No,No,2015-12-25,
816,54,Male,Finance,Associate,PhD,Divorced,Mumbai,161774,12,9,8,4,2,2,5,Yes,No,2010-06-26,
817,51,Male,Sales,Manager,Bachelors,Married,Pune,69111,9,0,7,2,4,4,9,Yes,No,2017-04-16,
818,47,Other,R&D,Associate,Bachelors,Single,Pune,185912,19,1,1,2,1,2,8,No,No,2014-04-30,
819,40,Other,HR,Engineer,PhD,Married,Hyderabad,25993,18,13,4,5,4,3,0,No,No,2020-03-03,
820,43,Female,Marketing,Associate,High School,Married,Hyderabad,102315,14,14,4,1,1,3,1,Yes,No,2023-10-20,
821,40,Other,Marketing,Analyst,Masters,Divorced,Delhi,180014,19,3,5,2,2,2,6,No,No,2023-12-05,
822,48,Female,Sales,Engineer,PhD,Married,Chennai,160791,1,10,7,5,1,3,4,No,No,2021-07-14,
823,34,Other,HR,Manager,Bachelors,Divorced,Hyderabad,59029,9,2,8,3,3,3,2,Yes,Yes,2017-03-05,2017-12-03
824,48,Male,HR,Engineer,Bachelors,Married,Hyderabad,192106,6,8,4,2,2,3,2,No,Yes,2021-09-17,2023-02-11
825,52,Male,Marketing,Associate,PhD,Married,Hyderabad,82257,12,4,3,3,4,2,7,No,No,2019-08-20,
826,57,Male,Marketing,Specialist,Masters,Single,Delhi,49332,17,0,7,2,3,1,0,No,No,2023-11-26,
827,42,Male,HR,Analyst,Bachelors,Divorced,Pune,22765,2,11,3,1,4,1,1,No,No,2019-03-22,
828,37,Other,HR,Engineer,Masters,Divorced,Hyderabad,123903,6,13,0,4,4,2,5,Yes,No,2011-03-27,
829,38,Male,Finance,Specialist,Masters,Single,Hyderabad,177541,1,7,5,4,2,4,0,No,Yes,2013-04-01,2022-03-02
830,48,Male,R&D,Analyst,Bachelors,Married,Chennai,129543,6,6,4,4,2,3,5,Yes,Yes,2021-02-23,2021-12-22
831,48,Female,R&D,Specialist,Bachelors,Married,Pune,27373,17,11,7,2,4,2,5,Yes,No,2023-10-02,
832,47,Female,Finance,Manager,Bachelors,Single,Bangalore,99971,4,0,0,1,2,2,7,No,No,2020-09-30,
833,57,Male,Marketing,Executive,Bachelors,Divorced,Bangalore,170534,7,11,6,2,2,3,4,Yes,No,2022-07-02,
834,38,Other,IT,Executive,Masters,Single,Bangalore,70539,15,8,6,3,2,4,4,No,No,2013-03-01,
835,40,Female,Marketing,Engineer,Masters,Married,Bangalore,193650,15,11,7,4,3,3,6,No,Yes,2018-11-16,2023-01-27
836,54,Other,Operations,Specialist,Masters,Single,Chennai,122802,8,2,1,1,1,4,9,Yes,No,2021-02-06,
837,45,Female,Marketing,Specialist,PhD,Divorced,Delhi,35762,6,6,7,2,2,3,3,No,Yes,2021-03-24,2022-05-26
838,41,Other,Marketing,Executive,PhD,Divorced,Delhi,87194,14,13,0,5,4,2,2,No,No,2018-03-18,
839,38,Female,Marketing,Executive,PhD,Single,Mumbai,58346,15,1,5,1,2,3,7,No,Yes,2021-12-07,2022-12-05
840,22,Male,Finance,Engineer,High School,Married,Pune,139496,14,1,0,3,2,2,6,No,No,2012-10-26,
841,53,Female,Finance,Associate,Masters,Single,Bangalore,41630,7,12,2,3,4,3,0,No,No,2017-08-05,
842,52,Male,Operations,Executive,Masters,Married,Hyderabad,98608,7,8,9,2,2,1,7,No,No,2021-11-13,
843,35,Female,R&D,Associate,PhD,Divorced,Mumbai,100308,19,1,8,5,3,4,6,No,No,2017-04-23,
844,42,Other,IT,Manager,High School,Married,Chennai,130218,15,7,6,5,3,3,0,Yes,No,2016-04-05,
845,57,Female,Marketing,Specialist,PhD,Married,Bangalore,152314,7,1,0,1,1,3,3,No,No,2017-11-15,
846,53,Other,Sales,Manager,Masters,Single,Bangalore,30683,16,12,4,2,2,1,4,Yes,No,2012-08-16,
847,33,Other,HR,Manager,Bachelors,Married,Bangalore,167520,19,8,7,3,2,1,0,No,No,2021-04-19,
848,30,Female,HR,Manager,High School,Single,Delhi,176568,16,0,8,4,3,2,5,Yes,No,2017-10-17,
849,34,Female,HR,Associate,High School,Single,Delhi,168279,7,0,7,1,2,4,7,Yes,No,2021-09-20,
850,58,Other,Operations,Analyst,Masters,Married,Hyderabad,186742,3,3,6,2,2,1,7,No,No,2016-01-13,
851,59,Female,HR,Engineer,Bachelors,Divorced,Pune,94123,6,10,6,2,3,2,9,No,No,2010-09-17,
852,33,Female,IT,Engineer,PhD,Divorced,Delhi,131030,3,8,7,3,4,1,1,No,No,2016-03-23,
853,48,Female,Operations,Executive,High School,Married,Mumbai,112091,14,14,7,1,3,1,3,No,No,2023-02-06,
854,43,Other,Finance,Specialist,PhD,Single,Delhi,179687,15,13,8,5,1,3,4,No,No,2018-05-28,
855,25,Female,Operations,Engineer,Masters,Single,Mumbai,134316,10,8,2,5,3,3,6,No,No,2016-12-04,
856,59,Other,IT,Associate,Bachelors,Divorced,Hyderabad,23190,17,5,7,2,1,4,0,No,No,2020-07-12,
857,47,Female,Marketing,Manager,Masters,Divorced,Delhi,26895,7,6,9,4,1,1,1,No,No,2017-01-26,
858,39,Other,R&D,Executive,Bachelors,Divorced,Hyderabad,38807,7,5,5,3,1,1,8,No,Yes,2010-09-04,2018-03-17
859,32,Other,Marketing,Specialist,High School,Married,Delhi,40982,16,14,8,4,3,2,8,No,No,2011-07-14,
860,26,Other,Finance,Associate,PhD,Married,Hyderabad,141465,11,10,3,5,3,2,5,No,No,2012-03-06,
861,25,Male,R&D,Executive,Masters,Divorced,Pune,187567,7,8,9,2,4,2,9,No,Yes,2013-06-03,2023-08-26
862,48,Female,IT,Analyst,PhD,Divorced,Bangalore,53349,19,4,6,2,1,2,5,Yes,No,2022-03-12,
863,40,Other,Sales,Analyst,Masters,Divorced,Delhi,88274,13,6,4,5,2,2,5,No,Yes,2015-06-17,2018-08-16
864,54,Other,HR,Analyst,PhD,Divorced,Delhi,161553,6,9,0,3,2,2,6,No,Yes,2011-02-28,2011-08-22
865,45,Other,R&D,Engineer,Bachelors,Divorced,Chennai,162012,2,10,5,5,4,2,0,Yes,Yes,2010-07-26,2018-09-06
866,37,Other,HR,Manager,PhD,Divorced,Bangalore,94554,9,2,3,3,4,2,0,No,No,2020-05-12,
867,30,Other,HR,Manager,High School,Divorced,Mumbai,37221,8,13,1,3,4,1,0,Yes,No,2021-05-01,
868,41,Male,R&D,Associate,PhD,Divorced,Chennai,122951,18,2,1,5,1,3,2,No,No,2013-04-28,
869,38,Male,Marketing,Associate,Bachelors,Married,Chennai,153811,15,10,6,4,4,1,0,No,Yes,2011-03-07,2019-07-22
870,21,Female,Finance,Executive,High School,Single,Hyderabad,32336,3,4,4,5,4,4,6,Yes,No,2017-06-12,
871,37,Male,Operations,Executive,Masters,Married,Hyderabad,47228,6,0,6,2,2,4,8,Yes,No,2016-07-14,
872,56,Female,IT,Analyst,Masters,Divorced,Chennai,186328,12,6,2,1,2,1,6,Yes,No,2012-05-30,
873,54,Other,Marketing,Analyst,High School,Married,Delhi,62438,10,14,1,3,3,3,8,Yes,No,2016-05-29,
874,31,Male,Sales,Specialist,Bachelors,Married,Chennai,101948,1,12,6,2,1,1,0,No,No,2019-02-14,
875,27,Male,R&D,Manager,PhD,Married,Pune,64645,7,12,4,4,2,1,7,No,No,2011-05-07,
876,59,Female,R&D,Analyst,High School,Divorced,Mumbai,36709,10,12,6,3,2,3,3,Yes,No,2019-01-01,
877,57,Other,Sales,Manager,PhD,Divorced,Chennai,144476,6,8,8,1,1,3,0,No,No,2021-10-18,
878,48,Other,Marketing,Engineer,Masters,Divorced,Delhi,138922,0,0,4,2,4,1,3,Yes,Yes,2017-08-06,2020-07-26
879,51,Male,Sales,Engineer,Bachelors,Single,Hyderabad,81914,16,6,3,2,1,2,4,No,Yes,2022-03-24,2022-12-18
880,22,Female,Marketing,Analyst,Bachelors,Single,Bangalore,156694,4,3,3,3,2,4,4,No,No,2019-03-28,
881,45,Female,Operations,Engineer,Masters,Married,Delhi,86201,6,3,0,4,2,4,3,No,No,2010-05-06,
882,36,Male,Sales,Manager,Masters,Single,Delhi,65687,19,12,7,2,4,3,8,No,No,2016-04-29,
883,42,Other,Sales,Associate,High School,Married,Pune,66715,9,1,5,2,2,1,0,Yes,No,2012-10-10,
884,34,Other,Operations,Associate,Bachelors,Married,Hyderabad,133815,2,14,2,2,3,1,2,Yes,No,2021-11-09,
885,48,Other,R&D,Engineer,High School,Divorced,Chennai,36043,10,0,7,3,1,1,8,No,Yes,2011-03-16,2023-02-25
886,54,Other,Sales,Manager,Bachelors,Divorced,Delhi,152425,10,11,5,3,4,4,6,No,No,2022-12-22,
887,57,Other,HR,Executive,Bachelors,Single,Delhi,126629,0,5,1,3,2,1,7,No,No,2014-10-25,
888,28,Female,HR,Manager,High School,Divorced,Mumbai,38482,15,5,5,2,2,3,9,No,No,2023-11-23,
889,32,Female,R&D,Analyst,Masters,Married,Hyderabad,40389,10,11,9,1,2,3,6,No,No,2018-06-12,
890,53,Female,Sales,Engineer,Masters,Single,Delhi,80561,8,9,7,3,4,1,6,Yes,Yes,2022-06-06,2023-04-09
891,22,Other,IT,Executive,High School,Married,Hyderabad,56069,14,2,5,3,3,4,3,No,No,2015-11-23,
892,27,Female,IT,Manager,Masters,Married,Hyderabad,41390,17,1,3,1,1,4,1,Yes,Yes,2021-09-30,2023-05-31
893,46,Other,HR,Analyst,High School,Married,Delhi,67013,9,4,0,3,2,4,0,No,No,2020-04-19,
